armas_medios,cantidad,departamento,municipio,genero,grupo_etario
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
SIN EMPLEO DE ARMAS,1,BOLIVAR,ARJONA,FEMENINO,ADULTOS
ARMA BLANCA,4,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CESAR,LA JAGUA DE IBIRICO,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,TOCANCIPÁ,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,BELLO,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,CHÍA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,ANTIOQUIA,BELLO,MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,CHÍA,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CAUCA,EL TAMBO,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CESAR,VALLEDUPAR (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,SOGAMOSO,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,GUADUAS,MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
DESCONOCIDA,8,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,GIRÓN,FEMENINO,ADULTOS
ARMA BLANCA,1,CESAR,AGUACHICA,FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADOLESCENTES
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,MENORES
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
DESCONOCIDA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CARTAGO,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,QUINDIO,ARMENIA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,2,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CASANARE,YOPAL (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CALDAS,MANIZALES (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,FUSAGASUGÁ,FEMENINO,ADULTOS
ARMA BLANCA,4,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SUCRE,SINCELEJO (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,FLORIDABLANCA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,4,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,SOGAMOSO,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,HUILA,NEIVA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,CHÍA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,QUINDIO,FILANDIA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,SOCOTÁ,FEMENINO,MENORES
ARMA BLANCA,4,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CESAR,VALLEDUPAR (CT),FEMENINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTANDER,FLORIDABLANCA,FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,GIRARDOT,FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,ENVIGADO,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SUCRE,SINCELEJO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,CALDAS,MASCULINO,ADULTOS
DESCONOCIDA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,DOSQUEBRADAS,FEMENINO,MENORES
ARMA BLANCA,1,HUILA,NEIVA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,YUMBO,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,GUADALAJARA DE BUGA,FEMENINO,ADULTOS
ARMA BLANCA,2,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,TURBACO,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,2,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
ARMA BLANCA,4,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,GIRÓN,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,RIONEGRO,FEMENINO,ADULTOS
ARMA BLANCA,1,NARIÑO,LINARES,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,MENORES
DESCONOCIDA,3,CUNDINAMARCA,SOACHA,MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,ITAGUI,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,ITAGUI,FEMENINO,ADULTOS
DESCONOCIDA,1,LA GUAJIRA,MAICAO,FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,TOLIMA,MARIQUITA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,HUILA,NEIVA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,ANTIOQUIA,APARTADÓ,FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,VICHADA,CUMARIBO,FEMENINO,ADULTOS
ARMA BLANCA,1,CORDOBA,MONTERÍA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,MADRID,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,CIMITARRA,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,YARUMAL,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,BARBOSA,MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,RISARALDA,DOSQUEBRADAS,FEMENINO,ADULTOS
DESCONOCIDA,1,CESAR,VALLEDUPAR (CT),FEMENINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CALDAS,MANIZALES (CT),MASCULINO,MENORES
SIN EMPLEO DE ARMAS,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,TULUÁ,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,4,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,DUITAMA,FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,MADRID,MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
